,Areaname,STCOU,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,popini,popfin,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,FIPScounty,Percapdmg,Exposure,Recovery,NDamage,NExposure,NRecovery,Adaptability,adaptier,adaptiernum,Vulnerability,vultier,vultiernum,index
2220,"York, SC",45091,164614,169103,173021,177138,181839,188117,197892,208640,217463,223616,214916,221441,226576,230934,235285.0,240076.0,245606.0,251664.0,258641.0,265872.0,273887.0,276569.0,45091,6.23205,199.39360473998903,0.030360699063820284,-0.13694398116421033,-0.2901009093277481,1.2375194665776843,1.3744634477418947,Extremely High,4,0.1531569281635378,Medium,2,15
2221,"Aurora, SD",46003,3058,2946,2869,2862,2860,2789,2775,2745,2750,2712,2739,2722,2726,2722,2729.0,2729.0,2732.0,2739.0,2759.0,2763.0,2757.0,2649.0,46003,17.74936,5.530073202975184,-0.006206644760861628,-0.13255141754155092,-0.6261050653694505,-0.4861755402746043,-0.3536241227330534,Low,1,0.4935536478278996,Extremely High,4,1
2222,"Beadle, SD",46005,17023,16952,16767,16504,16370,16304,16149,16489,16810,17288,16829,17111,17372,17663,17922.0,18168.0,18155.0,18163.0,18374.0,18346.0,18338.0,18959.0,46005,139.71481999999997,812.6080629882324,0.016756788876344405,-0.08603525683936254,0.7727220201974557,0.5962644665907355,0.682299723430098,Extremely High,4,-0.8587572770368183,Low,1,16
2223,"Bennett, SD",46007,3574,3518,3519,3513,3519,3547,3475,3466,3429,3397,3441,3435,3432,3431,3440.0,3438.0,3445.0,3440.0,3437.0,3425.0,3430.0,3411.0,46007,603.77282,146.13360967923805,-0.0017436791630340018,0.09095088746031171,-0.38241110067364403,-0.27580227516649974,-0.36675316262681146,Low,1,0.47336198813395575,Extremely High,4,1
2224,"Bon Homme, SD",46009,7260,7169,7091,7074,7014,6985,7174,7060,7040,7049,7080,7039,7041,7048,7032.0,7013.0,7001.0,6972.0,6969.0,6929.0,6914.0,7020.0,46009,14.42956,106.39753049461922,-0.005790960451977401,-0.13381754936525844,-0.4512816491722663,-0.4665812002786279,-0.33276365091336946,Low,1,0.31746409980700785,High,3,2
2225,"Brookings, SD",46011,28220,28565,28913,29171,29393,29485,30323,30831,31363,31729,31250,31639,31973,32295,32647.0,33046.0,33435.0,33697.0,34239.0,34601.0,35115.0,34315.0,46011,47.96469,951.3507760590724,0.012448,-0.12102765379770365,1.013190806888278,0.3931587144381141,0.5141863682358178,Extremely High,4,-1.1342184606859818,Low,1,16
2226,"Brown, SD",46013,35460,35303,35187,35223,35329,35441,35561,35821,35865,36181,36011,36265,36562,36982,37528.0,38060.0,38430.0,38637.0,38840.0,38915.0,38988.0,38471.0,46013,0.0,20.817457082729998,0.007053400349893088,-0.13932081013943065,-0.5996089808409284,0.13887050238099252,0.2781913125204232,High,3,0.46028817070149775,Extremely High,4,9
2227,"Brule, SD",46015,5364,5179,5067,5058,5030,5010,4991,5079,5112,5184,5128,5187,5236,5286,5311.0,5330.0,5312.0,5280.0,5256.0,5258.0,5233.0,5247.0,46015,8.87124,80.19105546112688,0.011505460218408736,-0.13593742581514998,-0.4967026959088225,0.34872969812569826,0.4846671239408482,Extremely High,4,0.36076527009367254,High,3,14
2228,"Buffalo, SD",46017,2032,2004,1977,1978,1977,1959,1973,1937,1956,1858,1932,1936,1950,1966,2013.0,2038.0,2052.0,2048.0,2053.0,2026.0,2005.0,1974.0,46017,15.4747,26.349592339211057,0.002070393374741201,-0.13341894552941602,-0.5900206873479483,-0.09601623928007338,0.03740270624934264,High,3,0.4566017418185323,Extremely High,4,9
2229,"Butte, SD",46019,9094,9120,9046,9199,9284,9422,9517,9817,9977,9989,9888,10037,10122,10197,10259.0,10292.0,10268.0,10194.0,10177.0,10225.0,10295.0,10167.0,46019,172.52721,166.95106676196804,0.015068770226537216,-0.07352100562215005,-0.34633029660203574,0.5166954026714065,0.5902164082935565,Extremely High,4,0.2728092909798857,High,3,14
2230,"Charles Mix, SD",46023,9350,9207,9164,9075,9055,9134,9110,9034,9009,9079,9075,9095,9127,9176,9209.0,9239.0,9277.0,9319.0,9344.0,9349.0,9324.0,9346.0,46023,134.20651,37.40973874516143,0.0022038567493112946,-0.08813606007625821,-0.5708512482617762,-0.08972510275544428,-0.0015890426791860673,Medium,2,0.48271518818551806,Extremely High,4,5
2231,"Clark, SD",46025,4143,4144,4003,3958,3897,3827,3713,3711,3714,3688,3702,3687,3653,3635,3631.0,3625.0,3639.0,3642.0,3673.0,3685.0,3715.0,3791.0,46025,0.0,5.530073202975184,-0.004051863857374392,-0.13932081013943065,-0.6261050653694505,-0.3846044471700884,-0.24528363703065775,Low,1,0.4867842552300199,Extremely High,4,1
2232,"Clay, SD",46027,13537,13627,13505,13536,13449,13517,13627,13785,13959,13846,13816,13902,13966,13953,13968.0,14011.0,14029.0,13907.0,13925.0,13957.0,14076.0,14816.0,46027,28.73279,81.36191464408179,0.006224667052692531,-0.12836246933489276,-0.49467336347846114,0.09980604494471985,0.2281685142796126,High,3,0.3663108941435684,High,3,10
2233,"Custer, SD",46033,7275,7368,7499,7588,7795,7810,7992,8028,8060,8095,8085,8155,8219,8306,8358.0,8394.0,8447.0,8519.0,8573.0,8719.0,8826.0,8360.0,46033,154.38098000000002,361.71351148947724,0.008658008658008658,-0.08044175966857328,-0.008768144760233658,0.21450780712790263,0.2949495667964759,High,3,-0.07167361490833962,Medium,2,11
2234,"Davison, SD",46035,18741,18868,18862,18907,19104,19126,19404,19351,19318,19377,19397,19446,19513,19622,19730.0,19787.0,19824.0,19753.0,19901.0,19871.0,19890.0,19944.0,46035,76.25994,912.4763591421014,0.0025261638397690365,-0.1102361854909503,0.9458136909127226,-0.07453233608475948,0.03570384940619081,High,3,-1.056049876403673,Low,1,12
2235,"Day, SD",46037,6267,6090,6040,5929,5879,5872,5805,5752,5638,5653,5714,5701,5673,5669,5664.0,5618.0,5588.0,5524.0,5506.0,5486.0,5452.0,5487.0,46037,0.0,2.769575954486109,-0.0022751137556877845,-0.13932081013943065,-0.6308895575371118,-0.3008527999795055,-0.16153198984007483,Medium,2,0.4915687473976812,Extremely High,4,5
2236,"Dewey, SD",46041,5972,5907,5825,5839,5722,5667,5537,5402,5245,5252,5354,5331,5358,5419,5510.0,5579.0,5652.0,5709.0,5779.0,5833.0,5841.0,5343.0,46041,22.55723,52.699184678422114,-0.004295853567426224,-0.1307177537029918,-0.5443515897833602,-0.3961055243868539,-0.2653877706838621,Low,1,0.4136338360803684,Extremely High,4,1
2237,"Douglas, SD",46043,3458,3419,3351,3295,3280,3242,3131,3080,3006,3017,3046,3013,2992,3000,2990.0,2973.0,2961.0,2940.0,2930.0,2929.0,2913.0,2838.0,46043,23.790480000000002,80.19105546112688,-0.010833880499015102,-0.13024740697379508,-0.4967026959088225,-0.7042920973760276,-0.5740446904022325,Low,1,0.36645528893502743,High,3,2
2238,"Fall River, SD",46047,7453,7339,7238,7212,7178,7181,7108,7083,7032,7056,7078,7053,7028,7001,6957.0,6906.0,6874.0,6783.0,6774.0,6747.0,6721.0,6979.0,46047,502.78001,251.5299169825764,-0.0035320712065555243,0.052433443425536776,-0.1997382843651848,-0.36010269497527225,-0.41253613840080905,Low,1,0.25217172779072156,High,3,2
2239,"Haakon, SD",46055,2196,2174,2134,2112,2080,2030,1984,1957,1945,1953,1886,1734,1852,1944,2092.0,2083.0,2073.0,2084.0,2082.0,2018.0,1935.0,1868.0,46055,33.55553,221.852690421138,-0.08059384941675504,-0.12652313425703654,-0.2511748355585723,-3.99260613730685,-3.8660830030498134,Low,1,0.12465170130153574,Medium,2,3
2240,"Hamlin, SD",46057,5540,5551,5566,5558,5559,5625,5595,5696,5753,5843,5761,5839,5875,5925,5949.0,5982.0,5995.0,5911.0,6000.0,6025.0,6104.0,6127.0,46057,166.83917,816.8373625155427,0.01353931609095643,-0.0756903557211082,0.7800522395896995,0.44460068150845594,0.5202910372295642,Extremely High,4,-0.8557425953108077,Low,1,16
2241,"Hand, SD",46059,3741,3650,3589,3547,3415,3396,3390,3389,3396,3399,3402,3408,3394,3433,3344.0,3375.0,3311.0,3303.0,3301.0,3256.0,3064.0,3061.0,46059,52.5842,26.349592339211057,0.001763668430335097,-0.11926582819949441,-0.5900206873479483,-0.11047450175832838,0.008791326441166036,Medium,2,0.47075485914845394,Extremely High,4,5
2242,"Hanson, SD",46061,3139,3263,3287,3335,3503,3511,3414,3417,3399,3345,3382,3375,3366,3377,3392.0,3386.0,3390.0,3404.0,3397.0,3399.0,3423.0,3429.0,46061,173.66721,796.0178433793068,-0.0020697811945594325,-0.0730862233223047,0.7439678615681973,-0.2911739260624385,-0.21808770274013384,Low,1,-0.817054084890502,Low,1,4
2243,"Harding, SD",46063,1353,1337,1317,1332,1278,1257,1278,1274,1252,1263,1250,1328,1367,1330,1263.0,1328.0,1277.0,1281.0,1311.0,1306.0,1178.0,1179.0,46063,352.49905,759.9004889128087,0.0624,-0.0048819086900469865,0.6813692845704513,2.7477736242629045,2.7526555329529514,Extremely High,4,-0.6862511932604983,Low,1,16
2244,"Hutchinson, SD",46067,8075,7925,7803,7769,7660,7594,7471,7436,7363,7325,7388,7345,7283,7239,7221.0,7226.0,7264.0,7277.0,7315.0,7308.0,7308.0,7412.0,46067,179.93797,866.3196116174383,-0.005820249052517596,-0.07069463081828878,0.8658148439161008,-0.46796179315818925,-0.39726716233990045,Low,1,-0.9365094747343895,Low,1,4
2245,"Jackson, SD",46071,2930,2846,2876,2927,2939,2982,2976,3008,2950,2982,2991,3031,3067,3116,3180.0,3237.0,3268.0,3275.0,3287.0,3290.0,3296.0,2868.0,46071,365.5132,364.7735592223503,0.013373453694416584,8.15317200689916e-05,-0.0034644718735410765,0.43678233445784753,0.43670080273777856,Extremely High,4,0.003546003593610068,Medium,2,15
2246,"Jerauld, SD",46073,2295,2225,2197,2155,2102,2105,2059,2006,2023,2019,2038,2044,2047,2055,2051.0,2031.0,2029.0,2034.0,2029.0,2018.0,2009.0,1811.0,46073,63.449259999999995,31.879665542186242,0.002944062806673209,-0.11512202488830353,-0.5804359678048623,-0.05483360253509298,0.06028842235321055,High,3,0.46531394291655875,Extremely High,4,9
2247,"Kingsbury, SD",46077,5815,5635,5524,5435,5311,5318,5228,5177,5142,5146,5169,5159,5159,5142,5141.0,5107.0,5070.0,5000.0,4967.0,4944.0,4936.0,5131.0,46077,297.91397,925.5612334496193,-0.001934610176049526,-0.025700002216048613,0.9684923871778316,-0.2848022953857964,-0.25910229316974775,Low,1,-0.9941923893938802,Low,1,4
2248,"Lake, SD",46079,11276,11143,10922,10767,10612,10624,10659,10920,11119,11084,11008,11193,11364,11564,11831.0,12086.0,12331.0,12350.0,12574.0,12717.0,12747.0,11358.0,46079,49.06926,859.7771744636792,0.01680595930232558,-0.12060638407407194,0.854475495783546,0.5985822400159779,0.7191886240900499,Extremely High,4,-0.975081879857618,Low,1,16
2249,"Lawrence, SD",46081,21802,21738,21763,22135,22610,22889,23172,23543,23659,23781,23670,23897,24063,24305,24478.0,24645.0,24859.0,25018.0,25234.0,25478.0,25806.0,25687.0,46081,133.95188,368.25594864323614,0.009590198563582593,-0.08823317289819649,0.002571203372320728,0.2584489556395248,0.3466821285377213,Extremely High,4,-0.09080437627051721,Medium,2,15
2250,"Lincoln, SD",46083,24131,26322,28032,29720,32343,34598,36885,39260,41590,43522,41289,43276,45055,46693,48326.0,49874.0,51396.0,53147.0,54914.0,56826.0,58887.0,63233.0,46083,39.17233,1049.763472747129,0.04812419772820848,-0.1243809542379389,1.1837596334865137,2.0748472773924904,2.1992282316304292,Extremely High,4,-1.3081405877244525,Low,1,16
2251,"Lyman, SD",46085,3895,3879,3863,3860,3827,3756,3754,3765,3669,3723,3736,3745,3752,3804,3831.0,3837.0,3855.0,3882.0,3869.0,3848.0,3831.0,3746.0,46085,0.0,117.47087971357836,0.0024089935760171306,-0.13932081013943065,-0.432089326978543,-0.08005545527955331,0.05926535485987734,High,3,0.29276851683911237,High,3,10
2252,"McCook, SD",46087,5832,5854,5772,5776,5805,5793,5679,5699,5598,5592,5639,5613,5592,5605,5615.0,5613.0,5616.0,5515.0,5511.0,5548.0,5543.0,5676.0,46087,49.48565,207.5798031371619,-0.004610746586274162,-0.12044757793211351,-0.275912595198606,-0.4109488098845136,-0.2905012319524001,Low,1,0.15546501726649248,Medium,2,3
2253,"Marshall, SD",46091,4576,4515,4446,4420,4542,4625,4616,4591,4618,4608,4618,4614,4631,4657,4668.0,4701.0,4743.0,4759.0,4895.0,4891.0,4881.0,4373.0,46091,45.45018,453.4731429695632,-0.0008661758336942399,-0.12198665769312832,0.15026959322855002,-0.2344389178898282,-0.11245226019669989,Medium,2,-0.2722562509216783,Low,1,8
2254,"Meade, SD",46093,24253,24371,24646,24573,25064,25089,25085,24995,24931,25314,25156,25245,25456,25914,26108.0,26381.0,26840.0,27066.0,27424.0,27717.0,28149.0,29561.0,46093,52.83271,258.25708186800676,0.003537923358244554,-0.11917104947200795,-0.1880787662394106,-0.026840470947035188,0.09233057852497276,High,3,0.06890771676740266,Medium,2,11
2255,"Mellette, SD",46095,2083,2070,2042,2070,2014,2027,2030,2040,2000,2041,2032,2039,2057,2072,2084.0,2086.0,2083.0,2062.0,2055.0,2052.0,2065.0,1916.0,46095,22.6705,70.30176823813143,0.0034448818897637795,-0.13067455388623436,-0.5138428025646334,-0.031226217842391227,0.09944833604384314,High,3,0.38316824867839905,High,3,10
2256,"Miner, SD",46097,2884,2769,2711,2592,2551,2508,2474,2420,2372,2407,2411,2388,2365,2355,2340.0,2306.0,2299.0,2255.0,2229.0,2211.0,2213.0,2293.0,46097,120.38595,887.1391307536742,-0.00953961012028204,-0.09340705556919726,0.9018992219376029,-0.6432833623682311,-0.5498763067990339,Low,1,-0.9953062775068001,Low,1,4
2257,"Minnehaha, SD",46099,148281,150775,152062,153740,155648,157778,160630,163577,166320,168482,165799,168014,170342,173108,176014.0,178942.0,182014.0,183660.0,186749.0,188674.0,191682.0,194884.0,46099,5.17326,1065.0306371613838,0.013359549816343887,-0.13734779094601143,1.210220673649615,0.43612693970659916,0.5734747306526106,Extremely High,4,-1.3475684645956265,Low,1,16
2258,"Moody, SD",46101,6595,6581,6515,6472,6514,6542,6537,6570,6501,6449,6511,6497,6474,6460,6445.0,6439.0,6445.0,6496.0,6506.0,6507.0,6508.0,6335.0,46101,128.9973,1079.2496449854864,-0.0021502073414222085,-0.09012279016764185,1.2348650494422626,-0.2949650176011727,-0.20484222743353087,Medium,2,-1.3249878396099044,Low,1,8
2259,"Pennington, SD",46103,88565,89953,90677,91117,92560,93099,94394,95895,98128,99845,97922,99611,101240,102752,104574.0,106085.0,107298.0,108126.0,109294.0,110685.0,112504.0,108707.0,46103,89.02087999999999,1016.0730771026756,0.01724842221359858,-0.10536931633183767,1.1253674600566992,0.6194388577275388,0.7248081740593765,Extremely High,4,-1.2307367763885368,Low,1,16
2260,"Perkins, SD",46105,3363,3269,3243,3141,3046,2984,2977,2963,2936,2943,2976,2898,2890,2943,3024.0,2981.0,3019.0,2964.0,2907.0,2897.0,2996.0,2977.0,46105,456.24159000000003,376.73330887987777,-0.02620967741935484,0.03468424932135402,0.01726415902618188,-1.4290694972613183,-1.4637537465826722,Low,1,0.01742009029517214,Medium,2,3
2261,"Roberts, SD",46109,10016,10023,9855,9986,10033,9939,9977,9986,9997,10013,10033,10094,10158,10210,10303.0,10318.0,10294.0,10250.0,10285.0,10287.0,10310.0,10254.0,46109,0.0,2.769575954486109,0.006079936210505332,-0.13932081013943065,-0.6308895575371118,0.0929837875991586,0.23230459773858925,High,3,0.4915687473976812,Extremely High,4,9
2262,"Sanborn, SD",46111,2675,2553,2538,2567,2541,2457,2410,2395,2374,2367,2380,2377,2357,2348,2341.0,2339.0,2349.0,2366.0,2388.0,2379.0,2372.0,2371.0,46111,569.27592,1228.671467212634,-0.0012605042016806723,0.07779418437300058,1.4938428616877817,-0.25302659114871134,-0.3308207755217119,Low,1,-1.4160486773147811,Low,1,4
2263,"Todd, SD",46121,9050,9157,9233,9260,9452,9484,9505,9631,9559,9521,9575,9640,9711,9783,9859.0,9942.0,10019.0,10016.0,10146.0,10195.0,10308.0,9434.0,46121,24.79632,178.01327522142427,0.006788511749347258,-0.12986379168565784,-0.3271572835659697,0.12638430266350706,0.2562480943491649,High,3,0.19729349188031184,High,3,10
2264,"Tripp, SD",46123,6430,6281,6254,6184,6069,6061,5964,5800,5671,5636,5743,5673,5608,5571,5549.0,5504.0,5475.0,5480.0,5468.0,5458.0,5448.0,5615.0,46123,163.44708000000003,292.1544586592694,-0.01218875152359394,-0.07698405808205765,-0.1293278532106691,-0.7681573983722423,-0.6911733402901846,Low,1,0.05234379512861147,Medium,2,3
2265,"Turner, SD",46125,8849,8742,8576,8577,8532,8436,8382,8407,8379,8317,8368,8357,8344,8344,8339.0,8302.0,8289.0,8242.0,8264.0,8300.0,8325.0,8621.0,46125,14.39783,342.54470040974377,-0.0013145315487571702,-0.13382965080593748,-0.04199151657288918,-0.25557330793611927,-0.12174365713018179,Medium,2,-0.09183813423304829,Medium,2,7
2266,"Union, SD",46127,12584,12577,12711,12863,13002,13119,13388,13672,13825,14127,13903,14155,14377,14575,14751.0,14842.0,14842.0,14929.0,15177.0,15368.0,15659.0,16424.0,46127,20.81635,1017.8747284989456,0.018125584406243258,-0.13138170441365385,1.1284900811710756,0.6607861346561055,0.7921678390697593,Extremely High,4,-1.2598717855847295,Low,1,16
2267,"Yankton, SD",46135,21652,21527,21576,21687,21869,21871,21957,22064,22267,22331,22216,22350,22434,22518,22580.0,22636.0,22649.0,22660.0,22717.0,22717.0,22746.0,23213.0,46135,191.88264,879.5130526777484,0.0060316888728844074,-0.0661390772275049,0.888681708011729,0.09070952629787776,0.15684860352538266,High,3,-0.9548207852392339,Low,1,12
2268,"Ziebach, SD",46137,2519,2514,2560,2594,2631,2663,2782,2781,2708,2737,2765,2780,2796,2821,2837.0,2833.0,2818.0,2837.0,2814.0,2791.0,2767.0,2479.0,46137,641.05681,350.3837165406667,0.0054249547920434,0.10517055317926842,-0.02840493853840643,0.06210956807704423,-0.04306098510222419,Medium,2,0.13357549171767485,Medium,2,7
2269,"Anderson, TN",47001,71330,71461,71515,71608,71587,72040,73117,73580,74397,75031,74257,74672,75039,75263,75346.0,75430.0,75545.0,75538.0,75775.0,76061.0,76513.0,76683.0,47001,1.76583,218.06868846236222,0.0055886987085392624,-0.13864734379860968,-0.2577332654733593,0.06982805516813696,0.20847539896674666,High,3,0.1190859216747496,Medium,2,11
2270,"Bedford, TN",47003,37586,38414,38960,39697,40558,41616,42780,43678,44395,44845,44172,44717,45060,45339,45660.0,45986.0,46331.0,46854.0,47558.0,48292.0,48937.0,49754.0,47003,7.698259999999999,223.5987616653374,0.012338132753780675,-0.13638478629065223,-0.24814854593027316,0.38797984159920046,0.5243646278898527,Extremely High,4,0.11176375963962093,Medium,2,15
2271,"Benton, TN",47005,16537,16673,16572,16531,16517,16515,16435,16490,16431,16424,16456,16451,16420,16398,16345.0,16261.0,16173.0,16154.0,16112.0,16140.0,16133.0,15872.0,47005,50.18903,159.3983277109312,-0.0003038405444822557,-0.12017931725310894,-0.3594206993741647,-0.20793180994021312,-0.08775249268710418,Medium,2,0.23924138212105578,High,3,6
2272,"Bledsoe, TN",47007,12367,12468,12446,12502,12610,12685,12847,13028,13070,12924,12946,12949,12898,12853,13240.0,13686.0,14073.0,14413.0,14602.0,14836.0,14961.0,14863.0,47007,1377.8117200000002,200.02080733411833,0.00023173180905298934,0.3861600217688704,-0.28901384216954285,-0.1826862412157568,-0.5688462629846271,Low,1,0.6751738639384133,Extremely High,4,1
2273,"Blount, TN",47009,105823,107916,109515,111156,113151,115336,118228,119950,121716,122689,121140,122283,123086,123722,124435.0,125188.0,126192.0,127135.0,128443.0,129927.0,131641.0,134042.0,47009,55.237320000000004,520.9716035536534,0.009435364041604754,-0.11825396011584031,0.2672578844396856,0.2511504355801756,0.3694043956960159,Extremely High,4,-0.38551184455552595,Low,1,16
